"Crop","GCM","Impact","Has","prod","yield","low_imp","mid_imp","hig_imp","dfr_low","dfr_mid","dfr_hig"
"Coconut","GISS-E2-1-G","transform",0,490312.672,4.99183375478286,3.99346700382629,3.494283628348,2.99510025286972,490308.678532996,490309.177716372,490309.676899747
"Coconut","GISS-E2-1-H","transform",0,490312.672,5.34401998959572,4.27521599167658,3.74081399271701,3.20641199375743,490308.396784008,490308.931186007,490309.465588006
"Coconut","INM-CM4-8","transform",0,490312.672,7.32466247126278,5.85972997701022,5.12726372988394,4.39479748275767,490306.812270023,490307.54473627,490308.277202517
"Coconut","INM-CM5-0","transform",0,490312.672,5.90545023863034,4.72436019090427,4.13381516704124,3.5432701431782,490307.947639809,490308.538184833,490309.128729857
"Coconut","MIROC-ES2L","transform",0,490312.672,5.59970965278652,4.47976772222921,3.91979675695056,3.35982579167191,490308.192232278,490308.752203243,490309.312174208
"Rubber","MPI-ESM1-2-LR","transform",10.7938198298216,70900,1.08775669308132,0.870205354465055,0.761429685156923,0.652654015848791,70899.1297946455,70899.2385703148,70899.3473459841
"Mango","ACCESS-CM2","transform",809.217787878588,101540.618,19.3782170056913,15.502573604553,13.5647519039839,11.6269302034147,101525.115426395,101527.053248096,101528.991069797
"Mango","ACCESS-ESM1-5","transform",1114.75156513788,101540.618,18.413987573246,14.7311900585968,12.8897913012722,11.0483925439476,101525.886809941,101527.728208699,101529.569607456
"Mango","AWI-CM-1-1-MR","transform",153.616751698777,101540.618,18.8406735982817,15.0725388786254,13.1884715187972,11.304404158969,101525.545461121,101527.429528481,101529.313595841
"Mango","BCC-CSM2-MR","transform",656.870196281001,101540.618,18.5272283503627,14.8217826802901,12.9690598452539,11.1163370102176,101525.79621732,101527.648940155,101529.50166299
"Mango","CanESM5-CanOE","transform",703.475221255794,101540.618,17.0565886924596,13.6452709539677,11.9396120847217,10.2339532154758,101526.972729046,101528.678387915,101530.384046785
"Mango","CanESM5","transform",703.475221255794,101540.618,17.0565886924596,13.6452709539677,11.9396120847217,10.2339532154758,101526.972729046,101528.678387915,101530.384046785
"Mango","CMCC-ESM2","transform",645.911340979859,101540.618,18.4571199023336,14.7656959218669,12.9199839316335,11.0742719414001,101525.852304078,101527.698016068,101529.543728059
"Mango","CNRM-CM6-1-HR","transform",791.659155687317,101540.618,17.2654969805063,13.812397584405,12.0858478863544,10.3592981883038,101526.805602416,101528.532152114,101530.258701812
"Mango","CNRM-CM6-1","transform",791.659155687317,101540.618,17.2654969805063,13.812397584405,12.0858478863544,10.3592981883038,101526.805602416,101528.532152114,101530.258701812
"Mango","CNRM-ESM2-1","transform",371.231951924041,101540.618,17.6583816810282,14.1267053448225,12.3608671767197,10.5950290086169,101526.491294655,101528.257132823,101530.022970991
"Mango","EC-Earth3-Veg-LR","transform",857.381682194769,101540.618,20.331338386418,16.2650707091344,14.2319368704926,12.1988030318508,101524.352929291,101526.38606313,101528.419196968
"Mango","EC-Earth3-Veg","transform",857.381682194769,101540.618,20.331338386418,16.2650707091344,14.2319368704926,12.1988030318508,101524.352929291,101526.38606313,101528.419196968
"Mango","GFDL-ESM4","transform",1130.07807044871,101540.618,19.3766672488419,15.5013337990735,13.5636670741893,11.6260003493051,101525.116666201,101527.054332926,101528.991999651
"Mango","GISS-E2-1-G","transform",1113.91503160633,101540.618,16.8789973165587,13.503197853247,11.8152981215911,10.1273983899352,101527.114802147,101528.802701878,101530.49060161
"Mango","GISS-E2-1-H","transform",1179.89906888269,101540.618,17.5922800934684,14.0738240747747,12.3145960654279,10.555368056081,101526.544175925,101528.303403935,101530.062631944
"Mango","INM-CM4-8","transform",993.430758899078,101540.618,18.417780551782,14.7342244414256,12.8924463862474,11.0506683310692,101525.883775559,101527.725553614,101529.567331669
"Mango","INM-CM5-0","transform",1084.77862936072,101540.618,17.6781387810316,14.1425110248253,12.3746971467221,10.606883268619,101526.475488975,101528.243302853,101530.011116731
"Mango","IPSL-CM6A-LR","transform",662.400122536346,101540.618,17.1311281077729,13.7049024862183,11.991789675441,10.2786768646637,101526.913097514,101528.626210325,101530.339323135
"Mango","MIROC-ES2L","transform",826.948267290369,101540.618,17.0283033731439,13.6226426985151,11.9198123612007,10.2169820238864,101526.995357301,101528.698187639,101530.401017976
"Mango","MIROC6","transform",775.302361080423,101540.618,18.0526095731414,14.4420876585132,12.636826701199,10.8315657438849,101526.175912341,101527.981173299,101529.786434256
"Mango","MPI-ESM1-2-HR","transform",253.917210074142,101540.618,19.5311309896946,15.6249047917556,13.6717916927862,11.7186785938167,101524.993095208,101526.946208307,101528.899321406
"Mango","MPI-ESM1-2-LR","transform",323.32434448041,101540.618,18.2405593970259,14.5924475176207,12.7683915779181,10.9443356382155,101526.025552482,101527.849608422,101529.673664362
"Mango","MRI-ESM2-0","transform",1086.68111841939,101540.618,17.3938341692427,13.9150673353942,12.1756839184699,10.4363005015456,101526.702932665,101528.442316082,101530.181699498
"Mango","UKESM1-0-LL","transform",752.790209582075,101540.618,17.9381956505517,14.3505565204414,12.5567369553862,10.762917390331,101526.26744348,101528.061263045,101529.85508261
